Date,Open,High,Low,Close,Adj Close,Volume
"Apr 17, 2025",969,984.7,956,973.03,973.03,8763200
"Apr 16, 2025",976.28,981.21,949.17,961.63,961.63,6066100
"Apr 15, 2025",950,993.45,948,976.28,976.28,7712000
"Apr 14, 2025",932.7,948.98,919.5,931.28,931.28,4035900
"Apr 11, 2025",920,944.86,906.68,918.29,918.29,4073600
"Apr 10, 2025",931.94,941.24,894,921.17,921.17,5129800
"Apr 9, 2025",855.93,951.43,854.4,945.47,945.47,7498000
"Apr 8, 2025",912.44,922.42,857.7,870.4,870.4,5625400
"Apr 7, 2025",827.85,906.74,821.1,867.83,867.83,6656800
"Apr 4, 2025",896.5,906.63,853.87,855.86,855.86,6798800
"Apr 3, 2025",901.8,946.59,900.47,917.05,917.05,5864600
"Apr 2, 2025",923,949.55,916.11,935.52,935.52,3256900
"Apr 1, 2025",927.5,932.29,911.5,928.38,928.38,3520000
"Mar 31, 2025",920.53,934.48,900.59,932.53,932.53,4634100
"Mar 28, 2025",972,974.98,929.23,933.85,933.85,4422700
"Mar 27, 2025",974.22,989,966.37,976.72,976.72,3047200
"Mar 26, 2025",993.81,996.79,966.32,970.65,970.65,3527400
"Mar 25, 2025",978.18,998.7,977.11,997.28,997.28,3782200
"Mar 24, 2025",969.67,977,951.55,971.99,971.99,4677900
"Mar 21, 2025",941.64,963.65,940.95,960.29,960.29,5905400
"Mar 20, 2025",950.01,967,945.5,950.84,950.84,4466300
"Mar 19, 2025",935.77,968,924,959.49,959.49,6662400
"Mar 18, 2025",940,948.25,916.3,929.98,929.98,6009400
"Mar 17, 2025",939.95,967.63,934.42,950.02,950.02,7543100
"Mar 14, 2025",901.46,919.63,901,918,918,5200700
"Mar 13, 2025",913,921.89,887.51,890.17,890.17,5001700
"Mar 12, 2025",914.6,927.18,901,919.68,919.68,6865800
"Mar 11, 2025",867.41,910.68,866,895.1,895.1,7398900
"Mar 10, 2025",875.07,881.27,854.5,866.68,866.68,6995300
"Mar 7, 2025",897.64,904.89,858.07,891.11,891.11,7737500
"Mar 6, 2025",972.99,973.69,899,906.36,906.36,7852600
"Mar 5, 2025",973.62,995.6,969.48,990.92,990.92,3807900
"Mar 4, 2025",971.61,986.31,948.21,972.58,972.58,4392800
"Mar 3, 2025",983,994.93,964.81,973.7,973.7,3907400
"Feb 28, 2025",969.56,982.27,958.17,980.56,980.56,4717400
"Feb 27, 2025",995,1000.73,961.83,963.07,963.07,3766600
"Feb 26, 2025",977.6,1000.89,976.9,990.06,990.06,3397200
"Feb 25, 2025",989.4,994.4,955,977.24,977.24,4738300
"Feb 24, 2025",1008,1015.17,984.48,988.47,988.47,4426200
"Feb 21, 2025",1029.42,1032.38,999.39,1003.15,1003.15,3738700
"Feb 20, 2025",1042,1045,1015.59,1024.54,1024.54,3111800
"Feb 19, 2025",1035.18,1045,1024.51,1043.33,1043.33,2600000
"Feb 18, 2025",1060,1062,1023.75,1035.85,1035.85,4229300
"Feb 14, 2025",1044.95,1064.5,1041.69,1058.6,1058.6,3145400
"Feb 13, 2025",1026.63,1045.99,1025.1,1043.69,1043.69,3476100
"Feb 12, 2025",1005.49,1027.74,998.35,1027.31,1027.31,3389000
"Feb 11, 2025",1020.79,1022.69,1002.95,1008.08,1008.08,3331800
"Feb 10, 2025",1023.05,1032.85,1015.88,1027.6,1027.6,3296600
"Feb 7, 2025",1017,1027.76,1005.67,1013.93,1013.93,3212900
"Feb 6, 2025",1007.87,1016.35,1002.61,1015.68,1015.68,3134300
"Feb 5, 2025",987.73,1011.83,986.68,1011.11,1011.11,3993400
"Feb 4, 2025",980.47,1008,978.51,994.87,994.87,6000100
"Feb 3, 2025",973,987.69,964.38,978.94,978.94,3724200
"Jan 31, 2025",974,990.29,974,976.76,976.76,3618700
"Jan 30, 2025",986.75,994.59,970.01,973.24,973.24,3867800
"Jan 29, 2025",980,987.64,968.23,978.15,978.15,2930700
"Jan 28, 2025",966.71,977.93,957.3,971.83,971.83,3434000
"Jan 27, 2025",971.1,982.27,960.26,971.89,971.89,4634200
"Jan 24, 2025",984.41,986.28,967.68,977.59,977.59,4550400
"Jan 23, 2025",957.81,985,953.9,984.86,984.86,7752100
"Jan 22, 2025",998.03,999,950.76,953.99,953.99,14273200
"Jan 21, 2025",863.53,916.4,854.75,869.68,869.68,9851400
